Domain,Site,Plot Type,Data Product Name,DPID,,Interannual Frequency,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
3,DSNY,D,Woody plant vegetation structure ,.DP1.10098,,3,,,Y,,,Y,,,Y,
3,JERC,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
3,JERC,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,,Y,,,
3,OSBS,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
3,OSBS,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,,,Y,,
4,GUAN,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
4,GUAN,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,,Y,,,
4,LAJA,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,NA,NA,NA,NA,NA,
4,LAJA,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,Y,,
5,STEI,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
5,STEI,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,Y,,
5,TREE,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
5,TREE,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
5,UNDE,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
5,UNDE,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,,Y,,,
6,KONA,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,NA,NA,NA,NA,
6,KONA,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,NA,NA,NA,NA,
6,KONZ,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
6,KONZ,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
6,UKFS,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
6,UKFS,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
7,GRSM,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
7,GRSM,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,Y,,
7,MLBS,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,Y,Y,Y,Y,
7,MLBS,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
7,ORNL,T,Woody plant vegetation structure ,.DP1.10098,,1,,,Y,Y,Y,Y,Y,Y,Y,
7,ORNL,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,Y,,,Y,
8,DELA,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
8,DELA,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,,,Y,,
8,LENO,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
8,TALL,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,Y,Y,Y,Y,Y,Y,
8,TALL,D,Woody plant vegetation structure ,.DP1.10098,,3,,,Y,,,,Y,,,
9,DCFS,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,NA,NA,NA,NA,
9,DCFS,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,NA,NA,NA,NA,
9,NOGP,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,NA,NA,NA,NA,NA,
9,NOGP,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,NA,NA,NA,NA,NA,
9,WOOD,T,Woody plant vegetation structure ,.DP1.10098,,1,,,NA,NA,NA,NA,NA,NA,NA,
9,WOOD,D,Woody plant vegetation structure ,.DP1.10098,,3,,,NA,NA,NA,NA,NA,NA,NA,
10,CPER,T,Woody plant vegetation structure ,.DP1.10098,,1,,,Y,Y,Y,Y,Y,Y,Y,
10,CPER,D,Woody plant vegetation structure ,.DP1.10098,,3,,,Y,,,Y,,,Y,
10,RMNP,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,Y,Y,Y,Y,
10,RMNP,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
10,STER,T,Woody plant vegetation structure ,.DP1.10098,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
10,STER,D,Woody plant vegetation structure ,.DP1.10098,,3,,NA,NA,NA,NA,NA,NA,NA,NA,
11,CLBJ,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,Y,Y,Y,Y,Y,
11,CLBJ,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,Y,,
11,OAES,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,NA,NA,NA,NA,NA,NA,
11,OAES,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,NA,NA,NA,NA,NA,NA,
12,YELL,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,,,Y,
12,YELL,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,,,Y,
13,NIWO,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,,,Y,,
13,NIWO,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,,,Y,,
13,MOAB,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,,Y,,,
13,MOAB,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,,,Y,,,
14,JORN,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,,Y,,,
14,JORN,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
14,SRER,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
14,SRER,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,,Y,
15,ONAQ,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,Y,Y,Y,,,Y,
15,ONAQ,D,Woody plant vegetation structure ,.DP1.10098,,3,,,Y,,,Y,,,Y,
16,ABBY,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,Y,Y,Y,Y,Y,
16,ABBY,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,Y,,,Y,,
16,WREF,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,,Y,Y,Y,
16,WREF,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,,,Y,
17,SJER,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
17,SJER,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,Y,,,Y,
17,SOAP,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,,Y,,
17,SOAP,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,,Y,,
17,TEAK,T,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
17,TEAK,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
18,BARR,T,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,NA,NA,NA,NA,
18,BARR,D,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,NA,NA,NA,NA,
18,TOOL,T,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,NA,NA,NA,NA,
18,TOOL,D,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,NA,NA,NA,NA,
19,BONA,T,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,Y,,,,
19,BONA,D,Woody plant vegetation structure ,.DP1.10098,,6,,,,,,Y,,,,
19,DEJU,T,Woody plant vegetation structure ,.DP1.10098,,6,,,,,Y,,,Y,,
19,DEJU,D,Woody plant vegetation structure ,.DP1.10098,,6,,,,,Y,,,Y,,
19,HEAL,T,Woody plant vegetation structure ,.DP1.10098,,6,,,,Y,Y,,,,,
19,HEAL,D,Woody plant vegetation structure ,.DP1.10098,,6,,,,,Y,,,,,
20,PUUM,T,Woody plant vegetation structure ,.DP1.10098,,1,,,,,,,Y,Y,Y,
20,PUUM,D,Woody plant vegetation structure ,.DP1.10098,,3,,,,,,,Y,,,
1,HOPB,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,LEWI,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
2,POSE,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,BARC,,Zooplankton collection ,.DP1.20219,,1,,,,Y,Y,Y,Y,Y,Y,
3,FLNT,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
3,SUGG,,Zooplankton collection ,.DP1.20219,,1,,,,Y,Y,Y,Y,Y,Y,
4,CUPE,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,GUIL,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
5,CRAM,,Zooplankton collection ,.DP1.20219,,1,,,,,Y,Y,Y,Y,Y,
5,LIRO,,Zooplankton collection ,.DP1.20219,,1,,,,,,Y,Y,Y,Y,
6,KING,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
6,MCDI,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
7,LECO,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
7,WALK,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,BLWA,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,MAYF,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
8,TOMB,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
9,PRLA,,Zooplankton collection ,.DP1.20219,,1,,,,,Y,Y,Y,Y,Y,
9,PRPO,,Zooplankton collection ,.DP1.20219,,1,,,,,Y,Y,Y,Y,Y,
10,ARIK,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
11,BLUE,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
11,PRIN,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
12,BLDE,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
13,COMO,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
13,WLOU,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
14,SYCA,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
15,REDB,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
16,MART,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
16,MCRA,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
17,BIGC,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
17,TECR,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
18,OKSR,,Zooplankton collection ,.DP1.20219,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
18,TOOK,,Zooplankton collection ,.DP1.20219,,1,,,,,Y,Y,Y,Y,Y,
19,CARI,,Zooplankton collection ,.DP1.20219,,1,,,,,NA,NA,NA,NA,NA,
1,BART,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
1,HARV,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,Y,,,Y,Y,Y,Y,Y,
2,BLAN,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
2,SCBI,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
2,SERC,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
3,DSNY,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,Y,,,Y,Y,Y,Y,Y,
3,JERC,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
3,OSBS,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,Y,,,Y,Y,Y,Y,Y,
4,GUAN,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
4,LAJA,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
5,STEI,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
5,TREE,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
5,UNDE,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
6,KONA,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
6,KONZ,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
6,UKFS,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
7,GRSM,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
7,MLBS,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
7,ORNL,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
8,DELA,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
8,TALL,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
9,DCFS,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
9,WOOD,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
10,CPER,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,Y,Y,,Y,Y,Y,Y,Y,
10,RMNP,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
11,CLBJ,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
11,OAES,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
12,YELL,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
13,NIWO,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
13,MOAB,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
14,JORN,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
14,SRER,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
15,ONAQ,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,Y,Y,Y,Y,Y,
16,ABBY,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
16,WREF,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
17,SJER,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,,Y,Y,Y,
17,TEAK,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,,Y,Y,Y,
18,BARR,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
19,HEAL,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,,,,,Y,Y,Y,Y,
20,PUUM,D,Small mammal sequences DNA barcode,.DP1.10076,,1,,NA,NA,NA,NA,NA,NA,NA,NA,
1,BART,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,Y,Y,Y,Y,Y,Y,Y,
1,HARV,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,Y,Y,Y,Y,Y,Y,Y,
2,BLAN,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
2,SCBI,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
2,SERC,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
3,DSNY,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
3,JERC,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
3,OSBS,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
4,GUAN,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
4,LAJA,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
5,STEI,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
5,TREE,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
5,UNDE,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
6,KONA,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
6,KONZ,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
6,UKFS,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
7,GRSM,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
7,MLBS,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
7,ORNL,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
8,DELA,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
8,TALL,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
9,DCFS,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
9,WOOD,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
10,CPER,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
10,RMNP,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,Y,Y,Y,Y,Y,Y,Y,Y,
11,CLBJ,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
11,OAES,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
12,YELL,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
13,NIWO,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
13,MOAB,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
14,JORN,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
14,SRER,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
15,ONAQ,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
16,ABBY,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
16,WREF,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
17,SJER,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,,Y,Y,Y,
17,TEAK,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,,Y,Y,Y,
18,BARR,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
19,HEAL,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,Y,Y,Y,Y,Y,
20,PUUM,D,Ground beetle sequences DNA barcode,.DP1.10020,,1,,,,,,,Y,Y,Y,
1,BART,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
1,HARV,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
2,BLAN,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
2,SCBI,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
2,SERC,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
3,DSNY,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
3,JERC,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
3,OSBS,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
4,GUAN,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
4,LAJA,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
5,STEI,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
5,TREE,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
5,UNDE,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
6,KONA,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
6,KONZ,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
6,UKFS,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
7,GRSM,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
7,MLBS,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
7,ORNL,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
8,DELA,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
8,LENO,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
8,TALL,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
9,DCFS,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
9,NOGP,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
9,WOOD,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
10,CPER,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
10,RMNP,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
10,STER,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
11,CLBJ,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
11,OAES,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
12,YELL,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
13,NIWO,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
13,MOAB,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
14,JORN,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
14,SRER,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
15,ONAQ,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
16,ABBY,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
16,WREF,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
17,SJER,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
17,SOAP,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,,Y,Y,Y,
17,TEAK,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,,Y,Y,Y,
18,BARR,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
18,TOOL,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
19,BONA,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,Y,Y,Y,Y,
19,DEJU,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
19,HEAL,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,Y,Y,Y,Y,Y,
20,PUUM,D,Mosquito sequences DNA barcode,.DP1.10038,,1,,,,,,,Y,Y,Y,
1,BART,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,,Y,,,,,
1,HARV,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,,,Y,,,,
2,BLAN,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,,,Y,,,,
2,SCBI,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,Y,,,,,,
2,SERC,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,,Y,,,,,
3,DSNY,D,Soil chemical properties (Distributed initial characterization),.DP1.10008,,0,,,,,,Y,,,,
